question,choice_1,choice_2,choice_3,choice_4,year,field,internal,answer,grammer,vocab,old_system,reading_text
How often did desert peoples use to raise crops in an area?,Once a year,Twice a yaer,Once in two years,Twice in two years,83.0,2.0,1.0,3.0,,,,"The spread of the desert is not new. In ancient times, for example, the Middle East was a very productive area. For hundreds of years, desert peoples moved from place to place with their animals before an area was destroyed. This gave the land a chance to get better. They also raised crops every other year in an area, so they never overworked the land. Today, many factors add to the problem along the edge of the desert. The population is growing, and too many animals feed on the damaged land. There is now a great effort to stop the spread of the desert everywhere in the world. This may be the last chance to save the land."
"The word ""overworked"" in line 4 is closest in meaning to ...",used too much,left in perfect condition,took advantage,dug very deep in the ground,83.0,2.0,1.0,1.0,,,,"The spread of the desert is not new. In ancient times, for example, the Middle East was a very productive area. For hundreds of years, desert peoples moved from place to place with their animals before an area was destroyed. This gave the land a chance to get better. They also raised crops every other year in an area, so they never overworked the land. Today, many factors add to the problem along the edge of the desert. The population is growing, and too many animals feed on the damaged land. There is now a great effort to stop the spread of the desert everywhere in the world. This may be the last chance to save the land."
"The word ""they"" in line 3 refers to ...",crops,animals,ancient times,desert peoples,83.0,2.0,1.0,4.0,,,,"The spread of the desert is not new. In ancient times, for example, the Middle East was a very productive area. For hundreds of years, desert peoples moved from place to place with their animals before an area was destroyed. This gave the land a chance to get better. They also raised crops every other year in an area, so they never overworked the land. Today, many factors add to the problem along the edge of the desert. The population is growing, and too many animals feed on the damaged land. There is now a great effort to stop the spread of the desert everywhere in the world. This may be the last chance to save the land."
The best title for the passage is ...,Productive Lands,The Spreading Desert,Poor Lands in Danger,Traditional Ways to Save the Land,83.0,2.0,1.0,2.0,,,,"The spread of the desert is not new. In ancient times, for example, the Middle East was a very productive area. For hundreds of years, desert peoples moved from place to place with their animals before an area was destroyed. This gave the land a chance to get better. They also raised crops every other year in an area, so they never overworked the land. Today, many factors add to the problem along the edge of the desert. The population is growing, and too many animals feed on the damaged land. There is now a great effort to stop the spread of the desert everywhere in the world. This may be the last chance to save the land."
People in old time did not ...,change their place of living,have good land for agriculture,depend on animals,destroy the land they used for farming,83.0,2.0,1.0,4.0,,,,"The spread of the desert is not new. In ancient times, for example, the Middle East was a very productive area. For hundreds of years, desert peoples moved from place to place with their animals before an area was destroyed. This gave the land a chance to get better. They also raised crops every other year in an area, so they never overworked the land. Today, many factors add to the problem along the edge of the desert. The population is growing, and too many animals feed on the damaged land. There is now a great effort to stop the spread of the desert everywhere in the world. This may be the last chance to save the land."
"The house was ... small for us to live in, so we moved to a bigger one.",so,very,too,such,84.0,0.0,1.0,3.0,1.0,,,
"In the cupboard, there are some ... tea cups used for special occasions.",small beautiful Egyptian,small Egyptian beautiful,Egyptian beautiful small,beautiful small Egyptian,84.0,0.0,1.0,4.0,1.0,,,
The experiment... at the University of Tehran was successful.,conducted,which conducted,to conduct,conducting,84.0,0.0,1.0,1.0,1.0,,,
The match ... by a large crowd when it started was successful.,has been watching,was being watched,was watching,has watched,84.0,0.0,1.0,2.0,1.0,,,
Fatima caught a bad cold last night. She ... in the rain for a long time.,must stay,would have stayed,must have stayed,should stay,84.0,0.0,1.0,3.0,1.0,,,
Our ... to think and speak is different from other animals.,ability,research,memory,activity,84.0,0.0,1.0,1.0,,1.0,,
I would just like to ... how it is important for people to learn foreign languages.,enhance,hypothesize,emphasize,encourage,84.0,0.0,1.0,3.0,,1.0,,
"A way of doing something, especially the usual way, is a ... .",feature,procedure,posture,gesture,84.0,0.0,1.0,2.0,,1.0,,
He made a quick decision and now he is ... from it.,injuring,suffering,repairing,invading,84.0,0.0,1.0,2.0,,1.0,,
My study involves the ... of animals in their natural surroundings.,impression,promotion,observation,destination,84.0,0.0,1.0,3.0,,1.0,,
The two organizations ... to form one company.,combined,influenced,involved,compared,84.0,0.0,1.0,1.0,,1.0,,
The map gives you the ... between the major cities.,distances,projection,intention,varieties,84.0,0.0,1.0,1.0,,1.0,,
He ... the door of the shop and went home.,got away from,took part in,took off,locked up,84.0,0.0,1.0,4.0,,1.0,,
Children usually have ... bodies since they can bend and stretch easily.,mild,flexible,reduced,relaxed,84.0,0.0,1.0,2.0,,1.0,,
"In that part of our country, everything is sold inexpensively. "" Inexpensively"" means ... .",cheaply,wisely,firmly,entirely,84.0,0.0,1.0,1.0,,1.0,,
"According to the passage, the happiest person is the one who ... ",enjoys the time of his childhood.,keeps out of trouble all through his life.,starts to earn his own living.,gets the most advantage of his age.,84.0,0.0,1.0,4.0,,,,"How often one hears children wishing they were grown up, and old people wishing they were young again. Each age has its pleasures and its pains, and the happiest person is the one who enjoys what each age gives him properly. Childhood is a time when there are few responsibilities to make life difficult. A child finds pleasure in playing in the rain or in the snow. But a child has his pain: He is not as free to do as he wishes as he thinks older people are. When the young man starts to earn his own living, he becomes free from the discipline of school and parents. If he breaks the laws of society as he used to break the laws of his parents, he may go to prison. If, however, he works hard, keeps out of trouble, he can have the great happiness of seeing himself make steady progress in his job and of building up for himself his own position in society. With old age should come wisdom and the ability to help others with advice wisely given. They can watch their children and their grandchildren growing up around them. They feel the happiness of having come through the battle of life safely and of having reached a time when they can lie back and rest, leaving others to continue the fight."
